sample_id,doc_id,chunk_id,section_title,source_text_snippet,subject,predicate,object,reason_for_novelty,legacy_reason,human_label
189|Initiative|connectedTo|Organization,,,,"SECTION_TITLE: 1. TOGAF® A – Architecture Vision (Top Section)
CONTENT:
• Elements: o Objective (pink box) o Initiative (pink box) • Relationship to Organization: o Both elements are connected to Organization via arrows labeled ""responsible / affected"".",Initiative,connectedTo,Organization,unknown_relation,unknown_relation,
292|Technical_Capability|represents|Core_Function,,,,"SECTION_TITLE: Definition: Tech Capability
CONTENT:
A Technical Capability represents a functional classification of IT components based on what the technology enables. It describes the core function or purpose of a technology, such as a database, operating system, or server software. Unlike rapidly evolving technologies, the technical capability model remains relatively stable over time and is industry-agnostic.",Technical_Capability,represents,Core_Function,unknown_relation,unknown_relation,
153|Technical_Architecture|includes|Software_Component,,,,"SECTION_TITLE: Technical Architecture
CONTENT:
• Software components • Platforms • Hosting type and provider (mandatory) On-Premises Architecture Model the following components:
• Deployed software product • OS platforms (e.g., Windows, Linux) • Databases and DBMS platforms • Runtime environments (e.g., Tomcat) • Container platforms • Required services Ensure all components are documented in the correct version.
• Only deployed software products need to be modeled manually.
• For SaaS products, ",Technical_Architecture,includes,Software_Component,unknown_relation,unknown_relation,
12|Digital_Solution|delivers|End_to_End_Value,,,,"SECTION_TITLE: Purpose and Benefits
CONTENT:
• A Digital Solution delivers end-to-end value to internal or external customers.
• Customers do not purchase isolated features or capabilities—they seek complete solutions that fulfill their desired outcomes.
• Digital Solutions enable organizations to align technical delivery with business strategy and customer needs.",Digital_Solution,delivers,End_to_End_Value,unknown_relation,unknown_relation,
158|Digital_Solution|alignedWith|Business_Process,,,,"SECTION_TITLE: Structure Summary
CONTENT:
[
{""section"": ""Category"", ""attribute__concept"": ""Application / Platform / Group App"", ""description"": ""Defines the type of IT Product"", ""notes__examples"": ""CATIA = Application""},
{""section"": ""Naming"", ""attribute__concept"": ""Contextual, user-friendly"", ""description"": ""Should reflect business use and be unique"", ""notes__examples"": ""\""HR- Manager\""""},
{""section"": ""Versioning"", ""attribute__concept"": ""Release"", ""description"": ""Functional versioning, not techni",Digital_Solution,alignedWith,Business_Process,unknown_relation,unknown_relation,
105|IT_Component_Fact_Sheet|includesAttribute|Description,,,,"SECTION_TITLE: Creating a new IT component
CONTENT:
When a product, tool, or software is identified as a technical IT component, it must be modeled using an IT Component Fact Sheet. Required attributes and relations: • Category • Version (major only) • Description (in English) • Lifecycle • Vendor assignment",IT_Component_Fact_Sheet,includesAttribute,Description,unknown_relation,unknown_relation,
6|Business_Capability|distinctFrom|Business_Process,,,,"SECTION_TITLE: Structure Summary
CONTENT:
[
{""section"": ""Application Classification"", ""key_concept"": ""Capability ↔ System Type"", ""description"": ""Distinguishes business application vs. technical component""},
{""section"": ""Conceptual Separation"", ""key_concept"": ""Capability ≠ Process"", ""description"": ""\""What\"" vs. \""How\"" distinction""},
{""section"": ""Analytical Use"", ""key_concept"": ""Capability → IT Landscape"", ""description"": ""Identifies gaps, overlaps, and optimization potential""},
{""section"": ""Lifec",Business_Capability,distinctFrom,Business_Process,unknown_relation,unknown_relation,
5|Business_Capability|alignedWith|Corporate_Goal,,,,"SECTION_TITLE: Lifecycle and Strategic Planning
CONTENT:
• Lifecycle tracking of application support per capability.
• Planning of transitions and investments in business units or portfolios.
• Strategic alignment reporting by linking capabilities to applications and corporate goals.",Business_Capability,alignedWith,Corporate_Goal,unknown_relation,unknown_relation,
16|Business_Architecture|includes|Organization,,,,"SECTION_TITLE: Architecture Levels
CONTENT:
• Objectives • Initiatives (Projects) Business Architecture This layer includes the following objects:
• Organization • Business Capability • Process Note: Except for Business Capabilities and their mappings, these elements are created and maintained outside of LeanIX as part of business process modeling.
• Digital Solution • IT Product (Application, Platform, Group Application) • Interface These are part of the Application Architecture. Additionally:
",Business_Architecture,includes,Organization,unknown_relation,unknown_relation,
38|Compliance|includes|Risk_Management_Obligations,,,,"SECTION_TITLE: Purpose and Benefits
CONTENT:
From an enterprise architecture perspective, the IT Product is the central modeling object across all architecture layers. It enables: • Functional development planning • Portfolio and release planning • Centralized documentation of: o Security o Compliance o Data protection o Governance requirements The IT Product is the primary reference object for ensuring: • Compliance with the Federal Data Protection Act (BDSG) • Fulfillment of corporate due dili",Compliance,includes,Risk_Management_Obligations,unknown_relation,unknown_relation,
42|Initiative|contributesTo|Objective,,,,"SECTION_TITLE: Definition: Initiative
CONTENT:
An Initiative represents a targeted, time-bound effort that drives change within the organization. It requires dedicated resources, impacts the enterprise architecture, and contributes directly to the achievement of one or more defined objectives. Initiatives serve as the operational link between strategic intent and execution, enabling measurable progress toward business goals.",Initiative,contributesTo,Objective,unknown_relation,unknown_relation,
131|IT_Product|modeledSeparatelyIf|Involves_Different_Organizational_Responsibilities,,,,"SECTION_TITLE: Modeling Rule: When to Create a Separate IT Product
CONTENT:
Even if the same software is used across departments (e.g., CATIA, MATLAB), a separate IT Product must be modeled if: • It is used in a different business or logical context • It processes different types of data, possibly with different classifications • It involves different organizational responsibilities • It runs on different infrastructures (e.g., cloud vs. on-prem, Windows vs. Linux)",IT_Product,modeledSeparatelyIf,Involves_Different_Organizational_Responsibilities,unknown_relation,unknown_relation,
165|Interface|represents|Data_Exchange,,,,"SECTION_TITLE: Introduction
CONTENT:
This document outlines the modeling guidelines for Interface Fact Sheets within the enterprise architecture framework at Porsche. It builds upon the PAG General Modeling Guidelines and provides specific instructions for creating and maintaining Interface Fact Sheets in LeanIX. The creation process follows the general fact sheet creation procedure described in ""How to Create a Fact Sheet."" Description In LeanIX, interfaces are modeled from a business-oriented ",Interface,represents,Data_Exchange,unknown_relation,unknown_relation,
3|Business_Process|describes|Execution_of_Business_Capability,,,,"SECTION_TITLE: Differentiation from Business Processes
CONTENT:
Business capabilities and business processes serve distinct purposes: • Capabilities describe what the organization must be able to do. • Processes describe how those capabilities are executed. While overlaps may occur, the abstraction level and modeling intent are fundamentally different.",Business_Process,describes,Execution_of_Business_Capability,unknown_relation,unknown_relation,
153|Technical_Architecture|includes|Container_Platform,,,,"SECTION_TITLE: Technical Architecture
CONTENT:
• Software components • Platforms • Hosting type and provider (mandatory) On-Premises Architecture Model the following components:
• Deployed software product • OS platforms (e.g., Windows, Linux) • Databases and DBMS platforms • Runtime environments (e.g., Tomcat) • Container platforms • Required services Ensure all components are documented in the correct version.
• Only deployed software products need to be modeled manually.
• For SaaS products, ",Technical_Architecture,includes,Container_Platform,unknown_relation,unknown_relation,
37|Platform|servesAsFoundationFor|Application,,,,"SECTION_TITLE: Definition: IT Product
CONTENT:
At Porsche, an IT Product is classified as either an Application or a Platform. Regardless of category, each IT Product must have clearly defined ownership and accountability. Applikationen An Application is an IT Product that delivers specific business functionality to support business processes—for example, by automating process steps. Applications contribute to the realization of business capabilities and are aligned with the value creation proce",Platform,servesAsFoundationFor,Application,unknown_relation,unknown_relation,
209|Vendor|relatedBy|Parent_Child_Relationship,,,,"SECTION_TITLE: Structure Summary
CONTENT:
[
{""section"": ""Authorization"", ""field__concept"": ""User Role"", ""description__instruction"": ""Only administrators can create vendors""},
{""section"": ""Creation Process"", ""field__concept"": ""Automatic vs. Manual"", ""description__instruction"": ""Vendors are usually created during IT Component modeling; otherwise via Help Center request""},
{""section"": ""Vendor Attributes"", ""field__concept"": ""Name"", ""description__instruction"": ""Full legal company name including legal",Vendor,relatedBy,Parent_Child_Relationship,unknown_relation,unknown_relation,
175|Interface_Fact_Sheet|createdBy|Consuming_IT_Product,,,,"SECTION_TITLE: Structure Summary – Interface Fact Sheets in LeanIX
CONTENT:
[
{""section"": ""Introduction"", ""key_concept"": ""Interface Fact Sheet"", ""description__rule"": ""Object in LeanIX to model data exchange between IT Products"", ""examples"": ""—""},
{""section"": ""Conceptual Overview"", ""key_concept"": ""Business-oriented modeling"", ""description__rule"": ""Focus on data flow, transfer type, frequency, and IT components"", ""examples"": ""—""},
{""section"": ""Interface Creation"", ""key_concept"": ""Consumer modeling",Interface_Fact_Sheet,createdBy,Consuming_IT_Product,unknown_relation,unknown_relation,
191|ADR|connectedTo|Organization,,,,"SECTION_TITLE: 3. TOGAF® C – Technical Architecture (Bottom Section)
CONTENT:
• Elements: o IT Component (pink box) o Tech Capability (pink box) o ADR (pink box) • Relationship to Organization: o All elements are connected to Organization via arrows labeled ""responsible / affected"".",ADR,connectedTo,Organization,unknown_relation,unknown_relation,
105|IT_Component_Fact_Sheet|includesAttribute|Category,,,,"SECTION_TITLE: Creating a new IT component
CONTENT:
When a product, tool, or software is identified as a technical IT component, it must be modeled using an IT Component Fact Sheet. Required attributes and relations: • Category • Version (major only) • Description (in English) • Lifecycle • Vendor assignment",IT_Component_Fact_Sheet,includesAttribute,Category,unknown_relation,unknown_relation,
38|Compliance|includes|Information_Security_Standards,,,,"SECTION_TITLE: Purpose and Benefits
CONTENT:
From an enterprise architecture perspective, the IT Product is the central modeling object across all architecture layers. It enables: • Functional development planning • Portfolio and release planning • Centralized documentation of: o Security o Compliance o Data protection o Governance requirements The IT Product is the primary reference object for ensuring: • Compliance with the Federal Data Protection Act (BDSG) • Fulfillment of corporate due dili",Compliance,includes,Information_Security_Standards,unknown_relation,unknown_relation,
120|Component|hasCategory|Component_Type,,,,"SECTION_TITLE: Structure Summary
CONTENT:
[
{""field"": ""Name"", ""description"": ""Component name"", ""required"": """", ""controlled_vocabulary"": ""—"", ""notes"": ""—""},
{""field"": ""Category"", ""description"": ""Type of component"", ""required"": """", ""controlled_vocabulary"": ""Hardware, IaaS, PaaS, SaaS, Service, Software"", ""notes"": ""—""},
{""field"": ""Version"", ""description"": ""Major version only"", ""required"": """", ""controlled_vocabulary"": ""Format: X.x"", ""notes"": ""Minor/patch optional only if significant""},
{""field"": ""De",Component,hasCategory,Component_Type,unknown_relation,unknown_relation,
158|Digital_Solution|alignedWith|Business_Capability,,,,"SECTION_TITLE: Structure Summary
CONTENT:
[
{""section"": ""Category"", ""attribute__concept"": ""Application / Platform / Group App"", ""description"": ""Defines the type of IT Product"", ""notes__examples"": ""CATIA = Application""},
{""section"": ""Naming"", ""attribute__concept"": ""Contextual, user-friendly"", ""description"": ""Should reflect business use and be unique"", ""notes__examples"": ""\""HR- Manager\""""},
{""section"": ""Versioning"", ""attribute__concept"": ""Release"", ""description"": ""Functional versioning, not techni",Digital_Solution,alignedWith,Business_Capability,unknown_relation,unknown_relation,
52|Interface|bridges|Application_Architecture,,,,"SECTION_TITLE: Structure Summary: Interface Modeling in
CONTENT:
[
{""section"": ""Context"", ""element"": ""Domain"", ""description"": ""Enterprise Architecture, SAFe, LeanIX""},
{""section"": ""Context"", ""element"": ""Purpose"", ""description"": ""Visualize how interfaces connect applications and link application and data architecture""},
{""section"": ""Core Concept"", ""element"": ""Interface"", ""description"": ""Logical connection between two applications for data exchange""},
{""section"": ""Core Concept"", ""element"": ""Applic",Interface,bridges,Application_Architecture,unknown_relation,unknown_relation,
266|Objective|assignedTo|Strategic_Level,,,,"SECTION_TITLE: Specific Modelling Rules and Best
CONTENT:
Practices for an Objective Purpose An Objective Fact Sheet is used to define and document strategic goals within the enterprise architecture. It serves as a semantic anchor for aligning business and IT strategy across different organizational levels. Strategic Scope Each Objective must be assigned to one of the following strategic levels: • Enterprise Level – for company-wide strategic alignment (preferred in classical EAM). • Portfolio L",Objective,assignedTo,Strategic_Level,unknown_relation,unknown_relation,
285|Business_Process_Modeling|identifies|Operationally_Critical_Process,,,,"SECTION_TITLE: Purpose and Benefits of Business Process
CONTENT:
Modeling Strategic and Operational Insight Business process modeling is a key element of the business architecture. It helps identify: • Processes that are strategically or economically critical, • Processes that are under pressure to change due to transformation, regulation, or inefficiencies. This insight supports prioritization and investment decisions across business and IT.",Business_Process_Modeling,identifies,Operationally_Critical_Process,unknown_relation,unknown_relation,
0|Business_Capability|usedBy|Enterprise_Architect,,,,"SECTION_TITLE: Definition: Business Capability
CONTENT:
A business capability defines what an organization must be able to do to fulfill its mission and deliver value. It represents a stable, organization-wide function that is independent of specific processes, systems, or organizational structures. Enterprise architects use business capabilities to: • Capture cross-functional needs across business units. • Provide a common language for strategic planning and transformation.
• Provide a common l",Business_Capability,usedBy,Enterprise_Architect,unknown_relation,unknown_relation,
220|Initiative|drives|Digital_Solution,,,,"SECTION_TITLE: Semantic Relationships Captured
CONTENT:
• Initiative → Digital Solution: Indicates that a business initiative affects or drives the creation of a digital solution.
• Digital Solution → IT Product: A digital solution is composed of one or more IT products.
• Digital Solution → Business Capability: The solution impacts or enables specific business capabilities.
• Digital Solution → Organization: Organizational units are responsible for or consume the digital solution.
• TOGAF® Alig",Initiative,drives,Digital_Solution,unknown_relation,unknown_relation,
266|Objective_Fact_Sheet|aligns|Business_Strategy,,,,"SECTION_TITLE: Specific Modelling Rules and Best
CONTENT:
Practices for an Objective Purpose An Objective Fact Sheet is used to define and document strategic goals within the enterprise architecture. It serves as a semantic anchor for aligning business and IT strategy across different organizational levels. Strategic Scope Each Objective must be assigned to one of the following strategic levels: • Enterprise Level – for company-wide strategic alignment (preferred in classical EAM). • Portfolio L",Objective_Fact_Sheet,aligns,Business_Strategy,unknown_relation,unknown_relation,
29|IT_Component|usedWithin|Technical_Platform,,,,"SECTION_TITLE: Purpose and benefits
CONTENT:
[
{""field"": ""Entity"", ""content"": ""IT Component""},
{""field"": ""Definition"", ""content"": ""Atechnical building block of an IT product, independent of business logic, sourced from vendors or developed in-house.""},
{""field"": ""Purpose"", ""content"": ""Enables organizations to run, maintain, and change IT products.""},
{""field"": ""Usage Context"", ""content"": ""Used within technical platforms or directly in IT products.""},
{""field"": ""Key Benefits"", ""content"": ""Lifecyc",IT_Component,usedWithin,Technical_Platform,unknown_relation,unknown_relation,
191|IT_Component|connectedTo|Organization,,,,"SECTION_TITLE: 3. TOGAF® C – Technical Architecture (Bottom Section)
CONTENT:
• Elements: o IT Component (pink box) o Tech Capability (pink box) o ADR (pink box) • Relationship to Organization: o All elements are connected to Organization via arrows labeled ""responsible / affected"".",IT_Component,connectedTo,Organization,unknown_relation,unknown_relation,
81|Business_Process|importedFrom|Process_Modeling_Tool,,,,"SECTION_TITLE: System Integration: LeanIX ↔ BIC
CONTENT:
To support enterprise architecture modeling, especially the business architecture layer, LeanIX relies on the availability of active business processes. For this reason, a synchronization interface is in place: Process Import from BIC to LeanIX • All active business processes modeled in BIC are automatically imported into LeanIX. • These processes are available in LeanIX for reference and linkage to other architectural elements (e.g., appl",Business_Process,importedFrom,Process_Modeling_Tool,unknown_relation,unknown_relation,
28|IT_Component|classifiedAs|Custom_Developed_Software,,,,"SECTION_TITLE: Definition: IT Component
CONTENT:
An IT Component is a foundational element within the technical architecture of an IT product. It operates independently of any business logic or context. IT components can either be: • Commercial off-the-shelf (COTS) products acquired from external vendors, or • Custom-developed software created in-house. They serve as the technical building blocks that enable the functionality and operation of IT products.
They serve as the technical building blo",IT_Component,classifiedAs,Custom_Developed_Software,unknown_relation,unknown_relation,
38|Compliance|includes|Corporate_Due_Diligence,,,,"SECTION_TITLE: Purpose and Benefits
CONTENT:
From an enterprise architecture perspective, the IT Product is the central modeling object across all architecture layers. It enables: • Functional development planning • Portfolio and release planning • Centralized documentation of: o Security o Compliance o Data protection o Governance requirements The IT Product is the primary reference object for ensuring: • Compliance with the Federal Data Protection Act (BDSG) • Fulfillment of corporate due dili",Compliance,includes,Corporate_Due_Diligence,unknown_relation,unknown_relation,
220|Digital_Solution|consumedBy|Organization,,,,"SECTION_TITLE: Semantic Relationships Captured
CONTENT:
• Initiative → Digital Solution: Indicates that a business initiative affects or drives the creation of a digital solution.
• Digital Solution → IT Product: A digital solution is composed of one or more IT products.
• Digital Solution → Business Capability: The solution impacts or enables specific business capabilities.
• Digital Solution → Organization: Organizational units are responsible for or consume the digital solution.
• TOGAF® Alig",Digital_Solution,consumedBy,Organization,unknown_relation,unknown_relation,
78|Business_Capability|associatedWith|Fact_Sheet,,,,"SECTION_TITLE: Structure Summary
CONTENT:
[
{""section"": ""Purpose"", ""key_concept"": ""Capability → EAM"", ""description"": ""Strategic abstraction for business-IT alignment""},
{""section"": ""Modeling Autonomy"", ""key_concept"": ""Org Unit → Capability Usage"", ""description"": ""Each unit defines and maintains its own capabilities""},
{""section"": ""Subtypes in LeanIX"", ""key_concept"": ""Structured Element vs. Business Capability"", ""description"": ""Only the latter is linkable to other fact sheets""},
{""section"": ""Exte",Business_Capability,associatedWith,Fact_Sheet,unknown_relation,unknown_relation,
85|IT_Component|includes|Service_Component,,,,"SECTION_TITLE: Introduction
CONTENT:
This page describes the modeling guidelines for IT Components in the context of enterprise architecture at Porsche. It is based on the general modeling guidelines of PAG and includes specific instructions for creating and maintaining IT Component in LeanIX. The creation and editing of an IT Component fact sheet follows the standard procedure for creating a general fact sheet as described in ""How to create a fact sheet"". IT components are modeled to describe t",IT_Component,includes,Service_Component,unknown_relation,unknown_relation,
16|Business_Architecture|includes|Process,,,,"SECTION_TITLE: Architecture Levels
CONTENT:
• Objectives • Initiatives (Projects) Business Architecture This layer includes the following objects:
• Organization • Business Capability • Process Note: Except for Business Capabilities and their mappings, these elements are created and maintained outside of LeanIX as part of business process modeling.
• Digital Solution • IT Product (Application, Platform, Group Application) • Interface These are part of the Application Architecture. Additionally:
",Business_Architecture,includes,Process,unknown_relation,unknown_relation,
82|IT_Product|assignedTo|Process,,,,"SECTION_TITLE: Zusätzliche Relationen
CONTENT:
In addition to the automatically existing assignments between IT product and process, which are synchronized from BIC, business capabilities and modeling initiatives can be assigned to a process. Manual assignment of IT products via LeanIX should be avoided and should be done exclusively in BIC! Further Information Detailed technical and functional information about the synchronization between LeanIX and BIC can be found in the chapter LeanIX System",IT_Product,assignedTo,Process,unknown_relation,unknown_relation,
276|Capability|linkedTo|Objective,,,,"SECTION_TITLE: Summary
CONTENT:
[
{""section"": ""Strategic Monitoring"", ""key_concept"": ""Objective → Transformation"", ""description"": ""Enables high-level control of strategic initiatives""},
{""section"": ""Capability Linkage"", ""key_concept"": ""Objective → Business Capability"", ""description"": ""Identifies critical capabilities and supports transparency""},
{""section"": ""Analytical Use"", ""key_concept"": ""Capability ↔ Objective"", ""description"": ""Supports impact analysis and alignment tracking""}
]",Capability,linkedTo,Objective,unknown_relation,unknown_relation,
95|Accurate_Lifecycle_Data|supports|Strategic_Planning,,,,"SECTION_TITLE: Accurate lifecycle data supports:
CONTENT:
• Strategic planning and portfolio management • Compliance with regulatory and audit requirements • Impact analysis for changes and decommissioning • Architecture governance across all layers",Accurate_Lifecycle_Data,supports,Strategic_Planning,entity_mismatch,known_relation_but_subject_and_object_not_allowed,
266|Objective_Fact_Sheet|defines|Strategic_Goal,,,,"SECTION_TITLE: Specific Modelling Rules and Best
CONTENT:
Practices for an Objective Purpose An Objective Fact Sheet is used to define and document strategic goals within the enterprise architecture. It serves as a semantic anchor for aligning business and IT strategy across different organizational levels. Strategic Scope Each Objective must be assigned to one of the following strategic levels: • Enterprise Level – for company-wide strategic alignment (preferred in classical EAM). • Portfolio L",Objective_Fact_Sheet,defines,Strategic_Goal,entity_mismatch,known_relation_but_subject_and_object_not_allowed,
66|Parent_Child_Relation|defines|Ownership_Hierarchy,,,,"SECTION_TITLE: Modeling Hierarchies with Parent/Child Relations in
CONTENT:
LeanIX In LeanIX, Parent/Child relations are used to model hierarchical dependencies between Fact Sheets. These relations help structure complex systems, portfolios, or organizational units by defining logical containment or ownership hierarchies.",Parent_Child_Relation,defines,Ownership_Hierarchy,entity_mismatch,known_relation_but_subject_and_object_not_allowed,
112|Component|supports|Technical_Capability,,,,"SECTION_TITLE: Technical Capabilities
CONTENT:
Each component must be linked to at least one technical capability from the LeanIX Capability Map. Specify the Support Type: • Supports: Component supports the capability • Leading: Component is the primary implementation If no suitable capability exists, request one via the capability process.",Component,supports,Technical_Capability,relation_mismatch,known_relation_but_subject_and_object_not_allowed,
3|Business_Capability|defines|Organizational_Ability,,,,"SECTION_TITLE: Differentiation from Business Processes
CONTENT:
Business capabilities and business processes serve distinct purposes: • Capabilities describe what the organization must be able to do. • Processes describe how those capabilities are executed. While overlaps may occur, the abstraction level and modeling intent are fundamentally different.",Business_Capability,defines,Organizational_Ability,entity_mismatch,known_relation_but_subject_and_object_not_allowed,
293|Capability_Model|supports|IT_Portfolio_Optimization,,,,"SECTION_TITLE: Purpose and Benefits
CONTENT:
• Increase transparency across the technology stack • Identify redundancies in the IT landscape • Detect whitespots (missing or underrepresented capabilities) Use Cases and Stakeholder Value • Product Teams can use the capability model to identify suitable IT components for their solutions.
• Domain Architects and Enterprise Architects can leverage it to optimize the IT portfolio, reduce duplication, and identify gaps in the technology landscape.
• Bu",Capability_Model,supports,IT_Portfolio_Optimization,entity_mismatch,known_relation_but_subject_and_object_not_allowed,
129|Technical_Component|provides|Business_Platform,,,,"SECTION_TITLE: Characteristics of an IT Product
CONTENT:
• It bundles business functions in a logically and functionally bounded way to process data.
• It may include custom-developed elements such as application code, configuration data, macros, etc.
• It can be a third-party software product, used as SaaS, cloud-based, or on-premises.
• It may represent a bundle of technical components that together provide infrastructure or business platforms.",Technical_Component,provides,Business_Platform,entity_mismatch,known_relation_but_subject_and_object_not_allowed,
217|Digital_Solution|supports|Architectural_Governance,,,,"SECTION_TITLE: Summary: Digital Solution Modeling
CONTENT:
[
{""section"": ""1. Context"", ""element"": ""Framework"", ""description"": ""Enterprise Architecture at Porsche, based on SAFe and PAG modeling standards""},
{""section"": ""1. Context"", ""element"": ""Tooling"", ""description"": ""LeanIX used for creating and maintaining Digital Solution fact sheets""},
{""section"": ""1. Context"", ""element"": ""Reference"", ""description"": ""General fact sheet creation process described in “How to create a fact sheet”""},
{""section",Digital_Solution,supports,Architectural_Governance,entity_mismatch,known_relation_but_object_not_allowed,
37|Application|supports|Operational_Value_Stream,,,,"SECTION_TITLE: Definition: IT Product
CONTENT:
At Porsche, an IT Product is classified as either an Application or a Platform. Regardless of category, each IT Product must have clearly defined ownership and accountability. Applikationen An Application is an IT Product that delivers specific business functionality to support business processes—for example, by automating process steps. Applications contribute to the realization of business capabilities and are aligned with the value creation proce",Application,supports,Operational_Value_Stream,entity_mismatch,known_relation_but_subject_and_object_not_allowed,
95|Accurate_Lifecycle_Data|supports|Architecture_Governance,,,,"SECTION_TITLE: Accurate lifecycle data supports:
CONTENT:
• Strategic planning and portfolio management • Compliance with regulatory and audit requirements • Impact analysis for changes and decommissioning • Architecture governance across all layers",Accurate_Lifecycle_Data,supports,Architecture_Governance,entity_mismatch,known_relation_but_subject_and_object_not_allowed,
